PG_ID,Location,Latitude,Longitude,Distance_From_Center_KM,Rent,Sharing,Gender,Meals_Per_Day,Weekend_Food,WiFi,AC,Laundry,Parking,Housekeeping,Lift,Security,CCTV,Power_Backup,Drinking_Water,Floors,Food_Type,Pets_Allowed,Visitors_Allowed,Smoking_Area,Curfew_Time,Available_From,Availability
286,hebbal,13.035,77.597,0,7141,Triple,Girls,2,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,1,Both,No,Yes,Yes,9:00 PM,05-05-2026,Full
287,jakkur,13.08,77.6,5.01,11188,Double,Girls,2,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,1,Veg,Yes,Yes,No,11:00 PM,30-04-2026,Full
288,horamavu,13.03,77.67,8.12,7187,Double,Co-ed,2,No,No,Yes,No,No,No,No,Yes,No,No,No,2,Both,No,No,No,9:00 PM,08-05-2026,Full
289,jakkur,13.08,77.6,5.01,17979,Single,Co-ed,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,3,Non-Veg,No,Yes,No,11:00 PM,20-05-2026,Full
290,sahakar nagar,13.06,77.58,3.36,13239,Single,Co-ed,3,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,3,Veg,Yes,Yes,No,9:00 PM,30-04-2026,Available
291,horamavu,13.03,77.67,8.12,5296,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,2,Non-Veg,Yes,Yes,Yes,10:00 PM,01-05-2026,Full
292,sahakar nagar,13.06,77.58,3.36,5189,Triple,Girls,2,Yes,No,Yes,No,No,No,No,No,No,No,No,5,Non-Veg,No,No,Yes,11:00 PM,17-05-2026,Full
293,kalyan nagar,13.025,77.64,4.9,10482,Double,Girls,2,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,1,Non-Veg,No,Yes,No,10:00 PM,06-05-2026,Available
294,kammanahalli,13.02,77.635,4.53,6271,Triple,Boys,3,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,2,Veg,Yes,No,No,9:00 PM,24-04-2026,Available
295,thanisandra,13.05,77.62,3.05,8294,Double,Girls,2,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,4,Non-Veg,No,Yes,Yes,9:00 PM,27-04-2026,Available
296,horamavu,13.03,77.67,8.12,14596,Single,Boys,3,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,3,Both,No,No,No,9:00 PM,01-05-2026,Full
297,nagawara,13.04,77.62,2.61,7344,Triple,Co-ed,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,1,Veg,No,Yes,Yes,11:00 PM,24-04-2026,Available
298,kodigehalli,13.07,77.58,4.32,8721,Double,Girls,2,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,4,Both,Yes,No,No,11:00 PM,20-05-2026,Full
299,sahakar nagar,13.06,77.58,3.36,11583,Double,Boys,2,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,3,Both,Yes,Yes,Yes,11:00 PM,27-04-2026,Full
300,vidyaranyapura,13.08,77.55,7.22,6295,Triple,Co-ed,2,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Veg,Yes,No,Yes,No Curfew,14-05-2026,Full
301,horamavu,13.03,77.67,8.12,11530,Double,Boys,3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,Non-Veg,No,No,No,9:00 PM,21-04-2026,Full
302,rt nagar,13.022,77.594,1.48,11662,Double,Boys,2,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,2,Veg,Yes,No,No,No Curfew,25-04-2026,Full
303,hennur,13.05,77.64,5.06,15464,Single,Co-ed,2,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,4,Both,No,Yes,No,10:00 PM,03-05-2026,Available
304,kammanahalli,13.02,77.635,4.53,8499,Double,Girls,2,No,No,No,No,Yes,No,No,No,Yes,No,Yes,2,Non-Veg,Yes,Yes,No,11:00 PM,13-05-2026,Full
305,hebbal,13.035,77.597,0,15678,Single,Girls,2,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,5,Both,No,No,Yes,No Curfew,22-04-2026,Full
306,jakkur,13.08,77.6,5.01,11728,Single,Boys,2,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,4,Non-Veg,No,Yes,No,11:00 PM,09-05-2026,Full
307,rt nagar,13.022,77.594,1.48,13078,Single,Boys,2,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,5,Non-Veg,No,No,Yes,10:00 PM,16-05-2026,Available
308,jakkur,13.08,77.6,5.01,6992,Double,Co-ed,3,No,No,No,Yes,No,No,No,No,Yes,No,Yes,4,Veg,Yes,Yes,No,11:00 PM,11-05-2026,Available
309,sahakar nagar,13.06,77.58,3.36,8415,Double,Boys,3,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,1,Veg,Yes,Yes,No,No Curfew,14-05-2026,Available
310,hennur,13.05,77.64,5.06,10654,Double,Boys,2,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,5,Veg,Yes,No,No,10:00 PM,02-05-2026,Full
311,nagawara,13.04,77.62,2.61,6635,Triple,Boys,2,No,No,No,No,No,No,No,No,No,No,Yes,1,Veg,Yes,Yes,No,11:00 PM,16-05-2026,Available
312,hebbal,13.035,77.597,0,9228,Double,Girls,2,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,4,Veg,No,No,No,9:00 PM,20-05-2026,Full
313,thanisandra,13.05,77.62,3.05,14680,Single,Girls,3,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,Both,No,Yes,Yes,10:00 PM,17-05-2026,Full
314,kalyan nagar,13.025,77.64,4.9,10994,Double,Boys,2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,5,Both,No,Yes,No,No Curfew,26-04-2026,Full
315,hebbal,13.035,77.597,0,8131,Double,Boys,2,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,1,Non-Veg,No,No,No,10:00 PM,26-04-2026,Full
316,yelahanka,13.1,77.596,7.22,7641,Double,Boys,3,No,No,No,No,No,No,No,Yes,No,Yes,Yes,3,Non-Veg,No,Yes,Yes,9:00 PM,22-04-2026,Available
317,horamavu,13.03,77.67,8.12,11204,Double,Boys,2,No,No,No,No,No,No,Yes,No,No,No,Yes,2,Non-Veg,No,Yes,Yes,No Curfew,10-05-2026,Available
318,bagalur,13.12,77.65,11.12,18327,Single,Co-ed,3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1,Veg,No,No,No,9:00 PM,12-05-2026,Full
319,bagalur,13.12,77.65,11.12,8603,Double,Co-ed,2,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,1,Both,No,Yes,Yes,9:00 PM,02-05-2026,Full
320,sahakar nagar,13.06,77.58,3.36,14935,Single,Co-ed,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,1,Non-Veg,No,Yes,No,9:00 PM,22-04-2026,Full
321,horamavu,13.03,77.67,8.12,17787,Single,Co-ed,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,Non-Veg,No,Yes,No,11:00 PM,30-04-2026,Available
322,yelahanka,13.1,77.596,7.22,15353,Single,Girls,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,5,Both,No,Yes,No,No Curfew,16-05-2026,Available
323,hennur,13.05,77.64,5.06,5273,Triple,Co-ed,3,No,No,No,No,No,No,Yes,No,No,No,Yes,4,Both,No,Yes,No,11:00 PM,01-05-2026,Full
324,kothanur,13.06,77.65,6.5,9401,Double,Co-ed,3,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,4,Veg,Yes,No,Yes,10:00 PM,19-05-2026,Available
325,kammanahalli,13.02,77.635,4.53,11972,Double,Boys,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4,Non-Veg,No,Yes,Yes,11:00 PM,29-04-2026,Full
326,bagalur,13.12,77.65,11.12,6571,Triple,Boys,3,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,5,Non-Veg,No,No,No,No Curfew,09-05-2026,Available
327,kammanahalli,13.02,77.635,4.53,15520,Single,Boys,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5,Both,No,No,Yes,11:00 PM,23-04-2026,Available
328,bagalur,13.12,77.65,11.12,14629,Single,Co-ed,3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,2,Veg,Yes,No,No,10:00 PM,04-05-2026,Available
329,hebbal,13.035,77.597,0,14289,Single,Co-ed,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,3,Veg,No,No,No,No Curfew,16-05-2026,Full
330,bagalur,13.12,77.65,11.12,7151,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,4,Veg,No,Yes,No,9:00 PM,16-05-2026,Full
331,horamavu,13.03,77.67,8.12,7926,Triple,Co-ed,2,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,4,Both,No,Yes,Yes,9:00 PM,02-05-2026,Available
332,thanisandra,13.05,77.62,3.05,5140,Triple,Girls,3,No,No,No,No,No,No,No,No,No,No,Yes,1,Non-Veg,No,Yes,Yes,11:00 PM,11-05-2026,Available
333,kalyan nagar,13.025,77.64,4.9,10144,Double,Co-ed,2,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,5,Non-Veg,No,No,Yes,9:00 PM,26-04-2026,Available
334,thanisandra,13.05,77.62,3.05,7848,Double,Girls,3,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,1,Both,Yes,Yes,No,10:00 PM,23-04-2026,Available
335,sahakar nagar,13.06,77.58,3.36,12497,Single,Boys,3,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,3,Veg,Yes,Yes,No,11:00 PM,19-05-2026,Full
336,thanisandra,13.05,77.62,3.05,19514,Single,Boys,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,5,Non-Veg,No,Yes,No,10:00 PM,28-04-2026,Full
337,thanisandra,13.05,77.62,3.05,12459,Single,Girls,3,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,3,Both,Yes,Yes,Yes,No Curfew,18-05-2026,Full
338,yelahanka,13.1,77.596,7.22,9336,Double,Boys,2,No,No,No,No,No,No,No,Yes,No,Yes,Yes,4,Veg,No,No,Yes,11:00 PM,18-05-2026,Available
339,horamavu,13.03,77.67,8.12,15673,Single,Boys,2,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,3,Both,No,Yes,Yes,11:00 PM,24-04-2026,Full
340,rt nagar,13.022,77.594,1.48,15310,Single,Boys,2,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1,Non-Veg,Yes,No,No,11:00 PM,30-04-2026,Full
341,kodigehalli,13.07,77.58,4.32,7381,Double,Co-ed,3,No,No,No,No,No,No,No,Yes,No,No,Yes,2,Veg,Yes,Yes,No,10:00 PM,20-05-2026,Available
342,bagalur,13.12,77.65,11.12,4417,Triple,Girls,2,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,2,Both,Yes,Yes,Yes,10:00 PM,26-04-2026,Full
343,yelahanka,13.1,77.596,7.22,7794,Triple,Boys,3,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,4,Both,No,Yes,No,11:00 PM,03-05-2026,Available
344,jakkur,13.08,77.6,5.01,14904,Single,Girls,3,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,4,Veg,No,No,No,10:00 PM,27-04-2026,Full
345,kalyan nagar,13.025,77.64,4.9,7036,Double,Boys,3,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,5,Veg,No,No,No,10:00 PM,28-04-2026,Full
346,kalyan nagar,13.025,77.64,4.9,8590,Double,Boys,3,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,5,Both,No,No,Yes,11:00 PM,12-05-2026,Full
347,thanisandra,13.05,77.62,3.05,5875,Triple,Girls,3,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,2,Non-Veg,Yes,Yes,No,11:00 PM,13-05-2026,Full
348,thanisandra,13.05,77.62,3.05,8063,Double,Co-ed,3,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,2,Both,No,Yes,No,9:00 PM,05-05-2026,Full
349,kodigehalli,13.07,77.58,4.32,4564,Triple,Girls,3,Yes,No,No,No,No,No,No,No,No,No,Yes,3,Veg,No,No,No,10:00 PM,26-04-2026,Available
350,bagalur,13.12,77.65,11.12,11561,Double,Boys,2,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,1,Veg,No,Yes,Yes,9:00 PM,09-05-2026,Available
351,thanisandra,13.05,77.62,3.05,13305,Single,Girls,3,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,1,Non-Veg,No,No,No,9:00 PM,11-05-2026,Full
352,horamavu,13.03,77.67,8.12,12052,Single,Co-ed,3,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,3,Veg,Yes,No,No,No Curfew,16-05-2026,Available
353,kalyan nagar,13.025,77.64,4.9,7901,Triple,Boys,3,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,2,Veg,No,No,No,No Curfew,29-04-2026,Full
354,thanisandra,13.05,77.62,3.05,14785,Single,Boys,3,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,5,Veg,No,Yes,No,9:00 PM,14-05-2026,Available
355,hennur,13.05,77.64,5.06,7996,Double,Co-ed,2,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,5,Veg,No,Yes,No,10:00 PM,15-05-2026,Available
356,jakkur,13.08,77.6,5.01,18909,Single,Boys,2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,1,Both,No,No,Yes,No Curfew,20-05-2026,Available
357,kammanahalli,13.02,77.635,4.53,16938,Single,Boys,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1,Veg,Yes,No,No,11:00 PM,22-04-2026,Available
358,nagawara,13.04,77.62,2.61,19944,Single,Girls,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1,Both,No,Yes,No,10:00 PM,29-04-2026,Available
359,bagalur,13.12,77.65,11.12,15014,Single,Co-ed,3,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,2,Non-Veg,No,Yes,No,11:00 PM,14-05-2026,Available
360,jakkur,13.08,77.6,5.01,4618,Triple,Co-ed,2,No,No,No,Yes,No,No,No,No,Yes,No,Yes,5,Veg,Yes,Yes,No,No Curfew,09-05-2026,Available
361,rt nagar,13.022,77.594,1.48,11192,Double,Co-ed,2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,3,Non-Veg,No,Yes,No,No Curfew,27-04-2026,Full
362,rt nagar,13.022,77.594,1.48,4269,Triple,Co-ed,2,No,No,No,No,No,No,No,No,No,Yes,Yes,1,Veg,Yes,Yes,Yes,No Curfew,26-04-2026,Full
363,rt nagar,13.022,77.594,1.48,4631,Triple,Girls,3,No,No,No,No,Yes,No,No,No,No,No,Yes,2,Veg,No,Yes,No,11:00 PM,15-05-2026,Available
364,yelahanka,13.1,77.596,7.22,7384,Triple,Boys,3,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,3,Veg,Yes,Yes,No,11:00 PM,15-05-2026,Full
365,vidyaranyapura,13.08,77.55,7.22,9869,Double,Girls,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,4,Veg,No,Yes,Yes,11:00 PM,25-04-2026,Full
366,thanisandra,13.05,77.62,3.05,6057,Double,Girls,3,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,5,Both,No,Yes,No,11:00 PM,02-05-2026,Available
367,kothanur,13.06,77.65,6.5,6032,Triple,Girls,2,No,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,2,Non-Veg,Yes,No,No,11:00 PM,15-05-2026,Available
368,nagawara,13.04,77.62,2.61,7298,Double,Girls,2,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,3,Non-Veg,No,Yes,No,10:00 PM,27-04-2026,Full
369,vidyaranyapura,13.08,77.55,7.22,12935,Single,Boys,3,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,2,Non-Veg,No,No,No,No Curfew,21-04-2026,Full
370,kalyan nagar,13.025,77.64,4.9,6752,Double,Boys,2,No,No,No,No,No,No,No,Yes,No,No,No,2,Non-Veg,No,No,No,11:00 PM,13-05-2026,Full
371,kothanur,13.06,77.65,6.5,4943,Triple,Co-ed,2,No,Yes,No,No,No,No,No,No,No,No,Yes,3,Veg,Yes,No,No,No Curfew,06-05-2026,Available
372,bagalur,13.12,77.65,11.12,4703,Triple,Co-ed,2,No,Yes,No,No,No,No,No,No,No,No,Yes,5,Veg,No,Yes,No,10:00 PM,14-05-2026,Available
373,yelahanka,13.1,77.596,7.22,12170,Single,Boys,3,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,3,Non-Veg,No,Yes,No,10:00 PM,09-05-2026,Full
374,jakkur,13.08,77.6,5.01,7564,Double,Co-ed,3,Yes,No,No,Yes,No,No,No,No,No,No,No,4,Non-Veg,No,No,No,No Curfew,28-04-2026,Available
375,kodigehalli,13.07,77.58,4.32,11553,Single,Co-ed,3,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,1,Non-Veg,Yes,Yes,No,No Curfew,18-05-2026,Available
376,hennur,13.05,77.64,5.06,6030,Double,Girls,2,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,4,Non-Veg,No,Yes,No,9:00 PM,26-04-2026,Available
377,sahakar nagar,13.06,77.58,3.36,5704,Triple,Co-ed,2,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,3,Non-Veg,No,No,Yes,10:00 PM,28-04-2026,Available
378,horamavu,13.03,77.67,8.12,7781,Double,Boys,2,No,No,No,No,No,No,Yes,No,No,No,Yes,4,Veg,Yes,No,Yes,No Curfew,03-05-2026,Available
379,sahakar nagar,13.06,77.58,3.36,6747,Triple,Girls,3,No,No,Yes,No,No,No,No,Yes,No,No,Yes,3,Non-Veg,Yes,No,No,No Curfew,04-05-2026,Available
380,yelahanka,13.1,77.596,7.22,11198,Double,Boys,3,Yes,No,No,No,No,No,No,No,Yes,No,Yes,1,Both,No,Yes,Yes,9:00 PM,19-05-2026,Full
381,rt nagar,13.022,77.594,1.48,7973,Double,Boys,2,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,1,Veg,Yes,Yes,No,11:00 PM,28-04-2026,Available
382,hennur,13.05,77.64,5.06,19237,Single,Girls,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,3,Non-Veg,No,Yes,No,10:00 PM,25-04-2026,Full
383,hebbal,13.035,77.597,0,7221,Double,Co-ed,3,No,No,No,No,No,Yes,No,No,Yes,No,Yes,4,Veg,Yes,Yes,No,9:00 PM,12-05-2026,Full
384,yelahanka,13.1,77.596,7.22,9930,Double,Boys,2,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,3,Non-Veg,No,No,No,11:00 PM,27-04-2026,Available
385,kodigehalli,13.07,77.58,4.32,19339,Single,Co-ed,2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,3,Veg,No,Yes,Yes,10:00 PM,17-05-2026,Full
386,horamavu,13.03,77.67,8.12,9719,Double,Girls,2,No,No,Yes,No,No,No,No,No,No,Yes,Yes,4,Veg,No,Yes,No,9:00 PM,05-05-2026,Full
387,kalyan nagar,13.025,77.64,4.9,14330,Single,Co-ed,3,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,2,Both,Yes,No,Yes,9:00 PM,01-05-2026,Available
388,rt nagar,13.022,77.594,1.48,16262,Single,Boys,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,1,Non-Veg,Yes,Yes,Yes,9:00 PM,17-05-2026,Full
389,sahakar nagar,13.06,77.58,3.36,6897,Triple,Girls,2,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,5,Both,No,No,Yes,11:00 PM,19-05-2026,Full
390,sahakar nagar,13.06,77.58,3.36,5065,Triple,Boys,2,No,No,No,Yes,No,Yes,No,No,No,No,Yes,2,Veg,Yes,No,No,10:00 PM,18-05-2026,Available
391,yelahanka,13.1,77.596,7.22,5958,Triple,Girls,2,No,Yes,No,Yes,No,No,No,No,No,No,Yes,2,Veg,No,Yes,Yes,9:00 PM,28-04-2026,Available
392,hebbal,13.035,77.597,0,9834,Single,Co-ed,3,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,1,Non-Veg,No,Yes,Yes,No Curfew,28-04-2026,Full
393,bagalur,13.12,77.65,11.12,11193,Double,Co-ed,3,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,2,Veg,Yes,No,Yes,9:00 PM,02-05-2026,Available
394,nagawara,13.04,77.62,2.61,9292,Double,Co-ed,3,No,No,No,No,No,No,No,No,No,No,Yes,5,Both,No,No,No,11:00 PM,21-04-2026,Full
395,kodigehalli,13.07,77.58,4.32,17701,Single,Co-ed,3,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,4,Non-Veg,No,No,Yes,10:00 PM,12-05-2026,Full
396,thanisandra,13.05,77.62,3.05,9722,Double,Boys,3,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,4,Veg,No,Yes,Yes,No Curfew,07-05-2026,Available
397,bagalur,13.12,77.65,11.12,10060,Double,Girls,2,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,3,Both,No,Yes,Yes,9:00 PM,01-05-2026,Available
398,horamavu,13.03,77.67,8.12,7469,Double,Co-ed,2,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,3,Veg,No,No,No,10:00 PM,19-05-2026,Full
399,kalyan nagar,13.025,77.64,4.9,18034,Single,Boys,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,5,Veg,No,Yes,No,No Curfew,07-05-2026,Available
400,yelahanka,13.1,77.596,7.22,6177,Triple,Girls,2,No,No,No,No,No,No,No,No,No,No,No,3,Both,No,No,No,9:00 PM,25-04-2026,Available
401,kammanahalli,13.02,77.635,4.53,15009,Single,Co-ed,2,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1,Veg,No,No,Yes,10:00 PM,02-05-2026,Available
402,yelahanka,13.1,77.596,7.22,17047,Single,Boys,2,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,5,Non-Veg,Yes,No,Yes,10:00 PM,18-05-2026,Full
403,nagawara,13.04,77.62,2.61,7403,Triple,Boys,2,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,1,Both,Yes,No,No,10:00 PM,20-05-2026,Full
404,jakkur,13.08,77.6,5.01,5881,Triple,Co-ed,2,Yes,No,No,No,Yes,No,No,No,No,No,Yes,3,Both,No,Yes,Yes,9:00 PM,22-04-2026,Full
405,kodigehalli,13.07,77.58,4.32,7402,Triple,Girls,2,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,3,Veg,Yes,Yes,Yes,9:00 PM,02-05-2026,Full
406,hennur,13.05,77.64,5.06,4157,Triple,Co-ed,2,No,No,No,Yes,No,Yes,No,No,No,No,Yes,3,Both,No,No,No,10:00 PM,07-05-2026,Available
407,sahakar nagar,13.06,77.58,3.36,9815,Double,Co-ed,3,No,No,No,No,No,No,No,Yes,Yes,No,Yes,1,Both,Yes,Yes,No,No Curfew,13-05-2026,Full
408,kothanur,13.06,77.65,6.5,7200,Triple,Boys,2,No,No,No,No,Yes,No,No,No,No,No,Yes,3,Both,No,No,No,No Curfew,13-05-2026,Available
409,vidyaranyapura,13.08,77.55,7.22,10690,Double,Co-ed,2,No,Yes,No,No,No,No,Yes,No,No,No,Yes,4,Both,Yes,No,Yes,10:00 PM,03-05-2026,Available
410,kothanur,13.06,77.65,6.5,15948,Single,Boys,3,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,3,Non-Veg,No,Yes,No,No Curfew,16-05-2026,Available
411,thanisandra,13.05,77.62,3.05,5349,Triple,Boys,3,No,No,No,No,Yes,No,No,Yes,No,No,Yes,4,Veg,Yes,Yes,Yes,No Curfew,17-05-2026,Available
412,horamavu,13.03,77.67,8.12,9604,Single,Co-ed,3,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,2,Veg,No,Yes,Yes,10:00 PM,24-04-2026,Available
413,hebbal,13.035,77.597,0,6896,Triple,Co-ed,3,Yes,No,No,No,No,No,No,No,No,Yes,Yes,1,Veg,No,Yes,Yes,No Curfew,17-05-2026,Full
414,vidyaranyapura,13.08,77.55,7.22,10472,Double,Girls,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,1,Veg,No,Yes,No,No Curfew,22-04-2026,Available
415,kodigehalli,13.07,77.58,4.32,4201,Triple,Boys,3,No,No,No,No,No,Yes,No,Yes,No,No,Yes,1,Non-Veg,No,Yes,No,10:00 PM,06-05-2026,Full
416,nagawara,13.04,77.62,2.61,17444,Single,Boys,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,5,Veg,No,No,Yes,9:00 PM,13-05-2026,Available
417,nagawara,13.04,77.62,2.61,10072,Double,Girls,3,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,2,Both,Yes,No,Yes,11:00 PM,14-05-2026,Full
418,horamavu,13.03,77.67,8.12,17705,Single,Co-ed,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,Veg,No,No,Yes,10:00 PM,20-05-2026,Available
419,yelahanka,13.1,77.596,7.22,9864,Single,Girls,3,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,3,Both,No,Yes,No,9:00 PM,16-05-2026,Full
420,kalyan nagar,13.025,77.64,4.9,5589,Triple,Girls,2,No,No,No,Yes,No,No,No,No,No,No,Yes,5,Both,No,Yes,No,11:00 PM,27-04-2026,Full
421,horamavu,13.03,77.67,8.12,6966,Double,Boys,2,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,4,Veg,Yes,Yes,Yes,11:00 PM,06-05-2026,Full
422,yelahanka,13.1,77.596,7.22,15382,Single,Boys,2,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,Non-Veg,Yes,Yes,No,11:00 PM,14-05-2026,Full
423,kalyan nagar,13.025,77.64,4.9,5667,Triple,Girls,2,No,No,Yes,No,No,Yes,No,No,No,No,Yes,2,Both,No,Yes,No,No Curfew,15-05-2026,Available
424,kothanur,13.06,77.65,6.5,14956,Single,Co-ed,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,3,Non-Veg,No,Yes,No,10:00 PM,20-05-2026,Full
425,hennur,13.05,77.64,5.06,10465,Single,Co-ed,2,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,5,Veg,No,Yes,Yes,11:00 PM,21-04-2026,Available
426,kothanur,13.06,77.65,6.5,12878,Single,Boys,3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,5,Non-Veg,No,Yes,Yes,11:00 PM,13-05-2026,Available
427,nagawara,13.04,77.62,2.61,11615,Double,Girls,3,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,5,Both,No,No,Yes,No Curfew,07-05-2026,Full
428,thanisandra,13.05,77.62,3.05,7091,Triple,Girls,2,No,No,Yes,No,No,No,No,No,No,No,Yes,2,Non-Veg,No,Yes,Yes,9:00 PM,02-05-2026,Full
